GEOID,NAME,county_name,state_name,pop_change_abs,age_change_abs,white_change_abs,black_change_abs,hispanic_change_abs,foreign_change_abs,housing_change_abs,ownership_change_abs,real_income_change_abs,poverty_change_abs,unemployment_change_abs,college_change_abs,hs_change_abs,pop_change_abs_z,age_change_abs_z,white_change_abs_z,black_change_abs_z,hispanic_change_abs_z,foreign_change_abs_z,housing_change_abs_z,ownership_change_abs_z,real_income_change_abs_z,poverty_change_abs_z,unemployment_change_abs_z,college_change_abs_z,hs_change_abs_z,stability_index,stability_rank,stability_percentile
36015,"Chemung County, New York",Chemung County,New York,5.747567122607999,0.8000000000000043,2.7566025228500592,0.29365574374990633,0.6655970945933793,0.7251420999952458,1.7172190952678759,0.16710284836442213,3.494012277347288,0.8299946973522729,0.17964582121783668,0.7507204374817817,0.6052802046107644,-0.021545192080691073,-0.5727083174301618,-0.39223943995417226,-0.4786501851415708,-0.5608520563860045,-0.09983287159586242,-0.6581480317374802,-1.0224340612879206,-1.310443380388847,-0.9710958517661201,-1.5112670270448032,-1.069666152101388,0.1871782735387137,-0.6524387917981774,25,0.8379888268156425
42087,"Mifflin County, Pennsylvania",Mifflin County,Pennsylvania,1.1968739963601327,0,2.732171777484652,0.09109857208002414,0.5374024707206329,0.03288928671455138,0.6871256790008822,0.7961176342676453,21.675824846753116,0.8789145866177677,3.860609292594009,0.08013573841747501,0.37322798045671846,-0.8325590982827318,-1.2279181924176563,-0.39642468303275946,-0.6418372662383632,-0.6639815301950959,-0.7914879599432415,-0.848561195073579,-0.7568761808892281,0.38153734606589756,-0.9517537548675732,-0.04675832584452391,-1.4887997283788692,-0.21499208936210198,-0.6523394352661405,26,0.8729050279329609
39145,"Scioto County, Ohio",Scioto County,Ohio,6.118186449312278,1.2000000000000028,1.3478884845798973,0.03913568470168194,0.3737750865370415,0.005795880249978014,2.612903225806452,0.3953561302053714,5.4838273108675075,0.7303470424051532,3.6208383386947975,1.4532341769340835,0.014856505286758193,0.0445057191817519,-0.24510337993641737,-0.6335669389803364,-0.6837003701054175,-0.7956158025368343,-0.8185579726356819,-0.49258047645316605,-0.9260699390476309,-1.1252732455040972,-1.0104948493239423,-0.14215363498330386,-0.6305760618986684,-0.8360867017831685,-0.6380979733851471,27,0.9078212290502794
01039,"Covington County, Alabama",Covington County,Alabama,0.8949077373881364,0.29999999999999716,0.8907511509814299,0.58184404492021,0.5062257728380726,0.007681795270002789,0.8456097431260969,0.6572105461289937,14.521182700794348,1.3044831261907888,5.045088669446012,0.6246578556597555,0.20605067349016792,-0.8863748200719133,-0.9822144892973496,-0.7118793618225729,-0.24647569688958187,-0.6890624294606149,-0.8166736860069153,-0.8192653549954967,-0.815520067686716,-0.28426627331651527,-0.783491151395156,0.4244988238884812,-1.148458675741674,-0.5047275506644945,-0.6356854410354245,28,0.9427374301675978
05089,"Marion County, Arkansas",Marion County,Arkansas,2.243861134631668,0.8000000000000043,2.0558803354202553,0.2544377468249752,0.39128356124690455,0.5442702796245695,1.7864783910997006,2.946793300653596,8.828882948367525,1.005552587119496,2.632656553382465,0.2130655583850185,0.05613435275978418,-0.6459674944992856,-0.5727083174301618,-0.5122805046490547,-0.5102455633347097,-0.7815306581721193,-0.2805485183913714,-0.6453454243219696,0.15109750143112577,-0.813985817698775,-0.9016832311292792,-0.5353117943106726,-1.40571499513837,-0.7645479481318734,-0.6322132896751167,29,0.9776536312849162
36107,"Tioga County, New York",Tioga County,New York,4.201014584654407,1.2000000000000028,2.4445389053361026,0.3576205498723952,0.6355779248927391,0.4267034388195108,1.2485351122329398,0.6114208007184345,5.388573361582424,0.672067295353262,1.97851411610048,1.6684654755117414,0.055542749100411015,-0.2971681752517397,-0.24510337993641737,-0.4456992127013633,-0.42711791937187044,-0.5850017522303949,-0.3980138462365228,-0.7447844458775287,-0.8348516128391295,-1.1341374797873311,-1.0335376757004031,-0.7955690064980204,-0.49605067826618376,-0.765573258099278,-0.630969880215091,30,1.0125698324022345
42037,"Columbia County, Pennsylvania",Columbia County,Pennsylvania,3.227056596461417,1.5,2.3582997358949456,0.08324851248537013,1.0672335076800517,0.00420388407426131,0.33789491468153404,0.3695214781150611,8.231285181271165,0.4811820789440162,0.8378778450830637,2.3277301774947023,0.3047711184080697,-0.4707446943813345,6.003231838894896e-4,-0.46047288749549264,-0.6481615464459048,-0.237745277857477,-0.8201485942040446,-0.9131166358891474,-0.9369768296385875,-0.869597649590653,-1.109010462080808,-1.2493827313011954,-0.08399240637124421,-0.33363486968244793,-0.6255680201349575,31,1.047486033519553
55099,"Price County, Wisconsin",Price County,Wisconsin,1.2816820276497696,2.3000000000000043,2.5851681523115815,0.08421867024514453,0.7362775781847393,0.10354616911321934,2.209944751381215,0.8578924390731544,8.087928225602898,0.22236725331266705,2.76697385933492,0.7348239161442596,0.08071182991041326,-0.8174448089150758,0.6558101981713841,-0.42160794680881986,-0.6473799537147474,-0.5039913171354662,-0.7208920861522813,-0.5670675051019447,-0.7307960527366955,-0.8829383000383472,-1.2113414671444898,-0.48187229000187043,-1.0796019079393362,-0.721952653297322,-0.6254673916011548,32,1.0824022346368716
05145,"White County, Arkansas",White County,Arkansas,1.478122005748962,2.299999999999997,2.6183917598923756,0.04293204698629349,0.6733960455926171,0.031631790109337476,1.7364813404417363,2.318260690900857,0.649677961355362,2.0473293123427574,1.833383638537299,0.5001408647208905,0.14883008950275212,-0.7824357345713113,0.6558101981713783,-0.41591639415279236,-0.6806418890113914,-0.5545779889679147,-0.7927443707643892,-0.6545873983244426,-0.11425681351986816,-1.5751341984181875,-0.4897823321603191,-0.85331064095145,-1.2262851632716443,-0.6038967058471616,-0.622135340906884,33,1.1173184357541899
40125,"Pottawatomie County, Oklahoma",Pottawatomie County,Oklahoma,2.876944837340877,0.10000000000000142,3.184142259627407,0.5097515042800547,1.2084972274435195,0.2571823103534072,2.0788749617853868,0.3184315390756325,11.683615819209038,2.810124358379497,1.0037305333025826,1.1969994827569863,0.019196861405447407,-0.5331407948201561,-1.1460169580442188,-0.31899739607032,-0.3045559474130842,-0.12410203255272159,-0.5673886018699502,-0.5912958060119563,-0.9585460140601069,-0.548327320879362,-0.18818607109558144,-1.1833965548819727,-0.7907296769254772,-0.8285644183759073,-0.621788276384678,34,1.1522346368715084
