region,n_counties,avg_stability,median_stability,top_10_pct
Northeast,207,-0.23036642068515378,-0.2623559245890341,23.67149758454106
Midwest,896,-0.20222818636167067,-0.2563484032891103,17.299107142857142
South,1334,0.09579749149623094,0.00923709649228422,5.397301349325337
West,365,0.14382914003492342,0.10380019830516608,3.0136986301369864
